draw_number,date,day_of_week,num1,num2,num3,num4,num5,num6,additional_number,group1_prize,group1_winners,is_synthetic
3906,2023-09-21,Thursday,2,8,28,31,48,49,37,0,0,False
3907,2023-09-25,Monday,3,14,19,23,28,43,25,0,0,False
3908,2023-09-28,Thursday,3,13,23,28,37,38,9,0,0,False
3909,2023-10-02,Monday,2,10,12,13,45,48,11,0,0,False
3910,2023-10-05,Thursday,4,7,9,38,41,42,16,0,0,False
3911,2023-10-09,Monday,1,5,9,25,44,49,43,0,0,False
3912,2023-10-12,Thursday,14,15,26,35,44,46,43,0,0,False
3913,2023-10-16,Monday,21,27,30,38,40,44,6,0,0,False
3914,2023-10-19,Thursday,1,7,16,20,35,41,6,0,0,False
3915,2023-10-23,Monday,2,3,13,15,34,37,8,0,0,False
3916,2023-10-26,Thursday,1,6,17,19,34,45,48,0,0,False
3917,2023-10-30,Monday,12,24,26,32,34,38,28,0,0,False
3918,2023-11-02,Thursday,3,12,22,29,35,42,49,0,0,False
3919,2023-11-06,Monday,11,20,22,28,32,37,4,0,0,False
3920,2023-11-09,Thursday,2,3,11,17,35,40,45,0,0,False
3921,2023-11-13,Monday,6,10,16,24,27,43,31,0,0,False
3922,2023-11-16,Thursday,10,13,15,28,29,37,22,0,0,False
3923,2023-11-20,Monday,12,13,18,22,25,28,47,0,0,False
3924,2023-11-23,Thursday,2,24,30,37,43,45,35,0,0,False
3925,2023-11-27,Monday,16,19,20,26,33,40,23,0,0,False
3926,2023-11-30,Thursday,3,32,34,38,41,42,17,0,0,False
3927,2023-12-04,Monday,6,18,26,31,37,38,22,0,0,False
3928,2023-12-07,Thursday,10,16,25,29,42,44,48,0,0,False
3929,2023-12-11,Monday,9,12,21,22,44,47,31,0,0,False
3930,2023-12-14,Thursday,22,32,34,39,40,42,5,0,0,False
3931,2023-12-18,Monday,12,15,16,23,24,38,44,0,0,False
3932,2023-12-21,Thursday,7,8,24,25,29,40,18,0,0,False
3933,2023-12-25,Monday,11,12,19,23,25,41,47,0,0,False
3934,2023-12-28,Thursday,13,17,18,24,37,41,15,0,0,False
3935,2024-01-01,Monday,8,16,23,24,36,48,5,0,0,False
3936,2024-01-05,Friday,7,12,17,20,31,35,22,0,0,False
3937,2024-01-08,Monday,11,20,28,30,36,38,37,0,0,False
3938,2024-01-11,Thursday,2,9,10,43,45,46,13,0,0,False
3939,2024-01-15,Monday,24,25,26,28,30,35,4,0,0,False
3940,2024-01-18,Thursday,5,28,30,37,38,41,43,0,0,False
3941,2024-01-22,Monday,1,3,8,13,40,48,6,0,0,False
3942,2024-01-25,Thursday,10,18,44,45,48,49,20,0,0,False
3943,2024-01-29,Monday,20,22,24,28,40,49,27,0,0,False
3944,2024-02-02,Friday,2,27,29,36,44,48,12,0,0,False
3945,2024-02-05,Monday,14,17,20,25,28,37,13,0,0,False
3946,2024-02-08,Thursday,6,16,21,27,31,37,49,0,0,False
3947,2024-02-12,Monday,9,16,20,25,31,39,41,0,0,False
3948,2024-02-15,Thursday,15,18,22,35,41,48,5,0,0,False
3949,2024-02-19,Monday,1,10,21,29,35,42,27,0,0,False
3950,2024-02-23,Friday,18,21,26,35,38,43,40,0,0,False
3951,2024-02-26,Monday,2,8,14,27,39,42,10,0,0,False
3952,2024-02-29,Thursday,1,14,28,44,45,49,16,0,0,False
3953,2024-03-04,Monday,13,17,25,27,28,44,3,0,0,False
3954,2024-03-07,Thursday,5,11,15,20,31,47,44,0,0,False
3955,2024-03-11,Monday,5,9,30,37,40,49,33,0,0,False
3956,2024-03-14,Thursday,8,26,34,35,45,46,36,0,0,False
3957,2024-03-18,Monday,1,4,6,15,30,48,45,0,0,False
3958,2024-03-21,Thursday,6,8,18,19,33,44,15,0,0,False
3959,2024-03-25,Monday,4,23,25,27,28,32,21,0,0,False
3960,2024-03-28,Thursday,6,8,13,17,26,37,18,0,0,False
3961,2024-04-01,Monday,3,12,18,19,27,41,15,0,0,False
3962,2024-04-04,Thursday,3,4,13,31,36,43,19,0,0,False
3963,2024-04-08,Monday,12,23,24,34,43,46,42,0,0,False
3964,2024-04-11,Thursday,22,28,33,40,43,47,16,0,0,False
3965,2024-04-15,Monday,5,10,28,36,41,42,19,0,0,False
3966,2024-04-18,Thursday,18,22,29,32,37,47,49,0,0,False
3967,2024-04-22,Monday,6,8,11,16,33,37,23,0,0,False
3968,2024-04-25,Thursday,5,9,11,18,28,36,35,0,0,False
3969,2024-04-29,Monday,2,7,12,31,36,45,30,0,0,False
3970,2024-05-02,Thursday,4,5,31,37,43,46,7,0,0,False
3971,2024-05-06,Monday,1,5,9,31,33,37,36,0,0,False
3972,2024-05-09,Thursday,9,15,20,26,43,49,36,0,0,False
3973,2024-05-13,Monday,2,16,17,22,24,49,42,0,0,False
3974,2024-05-16,Thursday,2,12,15,28,35,48,24,0,0,False
3975,2024-05-20,Monday,7,10,32,33,39,48,37,0,0,False
3976,2024-05-23,Thursday,3,4,22,27,39,43,6,0,0,False
3977,2024-05-27,Monday,14,23,28,34,41,48,17,0,0,False
3978,2024-05-30,Thursday,6,9,11,17,28,45,21,0,0,False
3979,2024-06-03,Monday,1,28,30,32,33,39,11,0,0,False
3980,2024-06-06,Thursday,4,5,10,14,35,43,12,0,0,False
3981,2024-06-10,Monday,1,10,13,23,31,34,43,0,0,False
3982,2024-06-13,Thursday,4,7,10,17,30,41,21,0,0,False
3983,2024-06-17,Monday,8,10,12,16,17,30,19,0,0,False
3984,2024-06-20,Thursday,3,12,14,16,17,30,27,0,0,False
3985,2024-06-24,Monday,20,23,28,30,34,49,25,0,0,False
3986,2024-06-27,Thursday,1,8,11,14,17,30,5,0,0,False
3987,2024-07-01,Monday,11,19,21,26,28,33,39,0,0,False
3988,2024-07-04,Thursday,4,9,12,15,31,44,33,0,0,False
3989,2024-07-08,Monday,15,18,29,34,38,44,35,0,0,False
3990,2024-07-11,Thursday,15,17,22,32,34,40,6,0,0,False
3991,2024-07-15,Monday,4,6,17,32,37,41,10,0,0,False
3992,2024-07-18,Thursday,8,10,11,12,14,20,38,0,0,False
3993,2024-07-22,Monday,4,9,12,15,37,47,44,0,0,False
3994,2024-07-25,Thursday,14,21,34,35,43,49,33,0,0,False
3995,2024-07-29,Monday,19,24,29,30,31,46,28,0,0,False
3996,2024-08-02,Friday,14,16,22,23,36,42,21,0,0,False
3997,2024-08-05,Monday,1,12,15,30,42,43,22,0,0,False
3998,2024-08-08,Thursday,23,26,32,36,41,49,31,0,0,False
3999,2024-08-12,Monday,2,8,27,33,34,43,11,0,0,False
4000,2024-08-15,Thursday,15,24,35,36,42,46,48,0,0,False
4001,2024-08-19,Monday,2,3,16,26,29,41,12,0,0,False
4002,2024-08-22,Thursday,2,5,8,43,45,48,41,0,0,False
4003,2024-08-26,Monday,6,8,18,34,35,37,33,0,0,False
4004,2024-08-29,Thursday,3,9,10,12,27,41,29,0,0,False
4005,2024-09-02,Monday,6,7,13,30,37,39,16,0,0,False
4006,2024-09-05,Thursday,1,13,27,38,40,43,2,0,0,False
4007,2024-09-09,Monday,1,4,10,16,18,29,6,0,0,False
4008,2024-09-12,Thursday,5,6,14,36,45,49,12,0,0,False
4009,2024-09-16,Monday,2,8,15,19,33,38,21,0,0,False
4010,2024-09-19,Thursday,7,13,17,22,31,37,1,0,0,False
4011,2024-09-23,Monday,9,20,22,32,37,47,1,0,0,False
4012,2024-09-26,Thursday,17,23,26,31,38,40,14,0,0,False
4013,2024-09-30,Monday,4,33,34,38,40,43,15,0,0,False
4014,2024-10-03,Thursday,2,9,15,17,40,48,28,0,0,False
4015,2024-10-07,Monday,16,22,23,31,41,49,8,0,0,False
4016,2024-10-10,Thursday,1,17,24,25,27,39,30,0,0,False
4017,2024-10-14,Monday,12,33,39,42,43,48,10,0,0,False
4018,2024-10-17,Thursday,2,4,10,25,36,38,22,0,0,False
4019,2024-10-21,Monday,4,13,19,44,46,49,31,0,0,False
4020,2024-10-24,Thursday,20,24,28,37,46,47,36,0,0,False
4021,2024-10-28,Monday,10,16,33,37,45,47,6,0,0,False
4022,2024-10-31,Thursday,2,6,10,17,18,49,35,0,0,False
4023,2024-11-04,Monday,14,18,25,28,29,44,36,0,0,False
4024,2024-11-07,Thursday,4,12,17,18,23,34,28,0,0,False
4025,2024-11-11,Monday,13,28,39,43,46,48,30,0,0,False
4026,2024-11-14,Thursday,12,16,29,36,39,40,37,0,0,False
4027,2024-11-18,Monday,1,2,14,36,44,46,20,0,0,False
4028,2024-11-21,Thursday,4,7,11,14,21,28,36,0,0,False
4029,2024-11-25,Monday,26,28,31,38,41,42,23,0,0,False
4030,2024-11-28,Thursday,1,2,4,15,18,24,35,0,0,False
4031,2024-12-02,Monday,10,11,12,21,41,49,44,0,0,False
4032,2024-12-05,Thursday,8,14,15,20,31,49,13,0,0,False
4033,2024-12-09,Monday,1,4,8,10,16,46,23,0,0,False
4034,2024-12-12,Thursday,17,18,19,31,32,33,8,0,0,False
4035,2024-12-16,Monday,13,19,22,26,40,49,45,0,0,False
4036,2024-12-19,Thursday,3,9,10,20,23,32,42,0,0,False
4037,2024-12-23,Monday,34,40,42,44,45,46,19,0,0,False
4038,2024-12-26,Thursday,8,21,30,35,44,49,39,0,0,False
4039,2024-12-30,Monday,3,10,13,29,32,46,18,0,0,False
4040,2025-01-03,Friday,9,11,24,29,39,46,31,0,0,False
4041,2025-01-06,Monday,6,10,13,27,41,49,4,0,0,False
4042,2025-01-09,Thursday,13,32,34,36,38,40,37,0,0,False
4043,2025-01-13,Monday,3,7,11,13,34,35,17,0,0,False
4044,2025-01-16,Thursday,6,13,18,27,35,46,48,0,0,False
4045,2025-01-20,Monday,3,5,6,16,32,49,4,0,0,False
4046,2025-01-24,Friday,9,10,18,35,43,49,42,0,0,False
4047,2025-01-27,Monday,7,16,22,26,33,43,44,0,0,False
4048,2025-01-30,Thursday,2,9,13,24,26,43,49,0,0,False
4049,2025-02-03,Monday,1,12,29,31,41,48,25,0,0,False
4050,2025-02-07,Friday,16,18,22,23,28,35,32,0,0,False
4051,2025-02-10,Monday,1,3,7,18,34,39,46,0,0,False
4052,2025-02-13,Thursday,5,8,13,28,30,49,17,0,0,False
4053,2025-02-17,Monday,1,16,23,39,41,42,9,0,0,False
4054,2025-02-20,Thursday,3,25,31,37,39,42,21,0,0,False
4055,2025-02-24,Monday,24,37,38,42,48,49,31,0,0,False
4056,2025-02-27,Thursday,2,10,13,15,37,40,28,0,0,False
4057,2025-03-03,Monday,4,16,24,25,43,49,46,0,0,False
4058,2025-03-06,Thursday,19,33,35,38,46,49,39,0,0,False
4059,2025-03-10,Monday,5,7,32,38,42,47,27,0,0,False
4060,2025-03-13,Thursday,16,26,34,36,42,49,41,0,0,False
4061,2025-03-17,Monday,7,30,39,42,43,48,33,0,0,False
4062,2025-03-20,Thursday,9,10,11,13,23,42,20,0,0,False
4063,2025-03-24,Monday,18,19,25,28,31,44,34,0,0,False
4064,2025-03-27,Thursday,21,22,27,35,40,42,3,0,0,False
4065,2025-03-31,Monday,9,12,17,23,29,46,20,0,0,False
4066,2025-04-03,Thursday,12,14,15,16,21,40,23,0,0,False
4067,2025-04-07,Monday,7,19,35,40,43,47,33,0,0,False
4068,2025-04-10,Thursday,14,26,27,30,46,48,10,0,0,False
4069,2025-04-14,Monday,6,14,29,30,35,42,25,0,0,False
4070,2025-04-17,Thursday,15,17,26,31,40,46,19,0,0,False
4071,2025-04-21,Monday,1,17,30,37,41,43,32,0,0,False
4072,2025-04-24,Thursday,17,19,21,23,30,40,33,0,0,False
4073,2025-04-28,Monday,3,8,12,18,24,41,11,0,0,False
4074,2025-05-01,Thursday,2,8,12,30,35,49,38,0,0,False
4075,2025-05-05,Monday,5,8,28,38,40,43,39,0,0,False
4076,2025-05-08,Thursday,9,13,17,39,46,47,22,0,0,False
4077,2025-05-12,Monday,6,16,20,23,40,48,45,0,0,False
4078,2025-05-15,Thursday,9,16,17,20,34,38,18,0,0,False
4079,2025-05-19,Monday,2,15,17,18,39,45,26,0,0,False
4080,2025-05-22,Thursday,3,10,32,34,44,48,29,0,0,False
4081,2025-05-26,Monday,5,9,15,28,46,48,8,0,0,False
4082,2025-05-29,Thursday,1,5,7,11,19,47,44,0,0,False
4083,2025-06-02,Monday,10,19,21,22,28,31,34,0,0,False
4084,2025-06-05,Thursday,2,5,25,26,29,30,42,0,0,False
4085,2025-06-09,Monday,7,10,11,21,32,48,27,0,0,False
4086,2025-06-12,Thursday,3,7,38,41,44,49,20,0,0,False
4087,2025-06-16,Monday,5,18,27,32,48,49,21,0,0,False
4088,2025-06-19,Thursday,1,10,37,40,45,47,19,0,0,False
4089,2025-06-23,Monday,2,15,29,37,45,49,24,0,0,False
4090,2025-06-26,Thursday,10,26,28,35,37,46,20,0,0,False
4091,2025-06-30,Monday,11,27,31,33,34,36,13,0,0,False
4092,2025-07-03,Thursday,6,15,16,17,25,34,31,0,0,False
4093,2025-07-07,Monday,10,15,17,33,36,45,34,0,0,False
4094,2025-07-10,Thursday,12,21,26,27,35,44,10,0,0,False
4095,2025-07-14,Monday,2,8,19,29,38,41,20,0,0,False
4096,2025-07-17,Thursday,7,8,17,29,32,42,1,0,0,False
4097,2025-07-21,Monday,2,5,10,12,14,37,17,0,0,False
4098,2025-07-24,Thursday,9,11,24,32,39,49,26,0,0,False
4099,2025-07-28,Monday,2,14,16,21,36,47,1,0,0,False
4100,2025-07-31,Thursday,7,19,20,21,22,29,37,0,0,False
4101,2025-08-04,Monday,30,32,40,43,45,49,5,0,0,False
4102,2025-08-08,Friday,2,15,28,39,42,44,5,0,0,False
4103,2025-08-11,Monday,9,24,31,34,43,44,1,0,0,False
4104,2025-08-14,Thursday,22,25,29,31,34,43,11,0,0,False
4105,2025-08-18,Monday,1,4,18,24,37,42,26,0,0,False
4106,2025-08-21,Thursday,4,13,22,36,38,46,12,0,0,False
4107,2025-08-25,Monday,2,3,4,16,22,39,48,0,0,False
4108,2025-08-28,Thursday,10,11,16,24,34,35,1,0,0,False
4109,2025-09-01,Monday,3,4,8,13,14,17,20,0,0,False
4110,2025-09-04,Thursday,8,12,21,38,40,43,25,0,0,False
4111,2025-09-08,Monday,1,3,33,38,39,42,31,0,0,False
4112,2025-09-11,Thursday,2,15,19,35,41,48,33,0,0,False
4113,2025-09-15,Monday,10,19,25,29,33,37,24,0,0,False
4114,2025-09-18,Thursday,6,8,9,20,45,49,21,0,0,False
4115,2025-09-22,Monday,8,15,22,24,43,47,44,0,0,False
4116,2025-09-25,Thursday,1,6,9,11,29,36,12,0,0,False
4117,2025-09-29,Monday,15,16,22,34,35,43,26,0,0,False
4118,2025-10-02,Thursday,19,22,26,37,40,46,14,0,0,False
4119,2025-10-06,Monday,10,15,22,31,42,48,4,0,0,False
4120,2025-10-09,Thursday,13,14,19,22,31,42,41,0,0,False
4121,2025-10-13,Monday,5,31,33,34,38,46,39,0,0,False
4122,2025-10-16,Thursday,2,4,8,19,35,39,7,0,0,False
4123,2025-10-20,Monday,3,10,13,15,32,37,8,0,0,False
4124,2025-10-23,Thursday,7,14,17,18,31,38,46,0,0,False
4125,2025-10-27,Monday,4,12,14,24,36,38,17,0,0,False
4126,2025-10-30,Thursday,1,5,31,34,38,45,21,0,0,False
4127,2025-11-03,Monday,10,19,22,34,39,43,35,0,0,False
4128,2025-11-06,Thursday,3,20,24,29,32,44,46,0,0,False
4129,2025-11-10,Monday,2,11,12,19,25,36,16,0,0,False
4130,2025-11-13,Thursday,6,13,18,22,34,35,40,0,0,False
4131,2025-11-17,Monday,3,9,12,18,19,34,24,0,0,False
4132,2025-11-20,Thursday,11,13,22,31,47,49,39,0,0,False
4133,2025-11-24,Monday,8,25,27,34,45,47,19,0,0,False
4134,2025-11-27,Thursday,6,8,17,28,32,46,16,0,0,False
4135,2025-12-01,Monday,2,10,24,35,45,49,37,0,0,False
4136,2025-12-04,Thursday,1,5,24,36,41,46,39,0,0,False
4137,2025-12-08,Monday,9,12,15,23,27,47,45,0,0,False
4138,2025-12-11,Thursday,6,11,20,28,33,43,16,0,0,False
4139,2025-12-15,Monday,17,21,22,35,37,42,9,0,0,False
4140,2025-12-18,Thursday,2,14,15,30,31,43,27,0,0,False
4141,2025-12-22,Monday,4,5,13,22,24,30,36,0,0,False
4142,2025-12-25,Thursday,3,8,15,28,37,43,49,0,0,False
4143,2025-12-29,Monday,2,4,22,24,30,33,49,0,0,False
4144,2026-01-02,Friday,11,18,20,32,38,39,34,0,0,False
4145,2026-01-05,Monday,5,20,35,39,40,49,27,0,0,False
4146,2026-01-08,Thursday,3,14,15,17,25,27,31,0,0,False
4147,2026-01-12,Monday,1,9,16,18,35,43,12,0,0,False
4148,2026-01-15,Thursday,16,32,34,35,36,41,14,0,0,False
4149,2026-01-19,Monday,4,11,21,23,31,35,48,0,0,False
4150,2026-01-22,Thursday,6,22,27,32,37,44,19,0,0,False
4151,2026-01-26,Monday,10,11,13,26,32,39,44,0,0,False
4152,2026-01-29,Thursday,11,13,16,31,42,48,21,0,0,False
4153,2026-02-02,Monday,4,19,40,41,46,47,20,0,0,False
4154,2026-02-05,Thursday,6,18,24,26,36,48,5,0,0,False
4155,2026-02-09,Monday,10,15,29,31,33,49,30,0,0,False
4156,2026-02-13,Friday,10,15,25,43,45,49,4,0,0,False
4157,2026-02-16,Monday,13,24,28,34,37,44,29,0,0,False
4158,2026-02-19,Thursday,8,16,17,34,38,48,25,0,0,False
4159,2026-02-23,Monday,24,26,30,32,37,47,2,0,0,False
